N имп.   Опозд.   Uзад [В]   Uимп [В]   Диап.I   Превыш.   Перегр.   Iимп [А]
55       0        2200       2092       0        0         0         0.000668
56       0        2200       2097       0        0         0         0.000668
57       0        2200       2097       0        0         0         0.000668
58       0        2200       2092       0        0         0         0.000676
59       0        2200       2097       0        0         0         0.000652
60       0        2200       2097       0        0         0         0.000652
61       0        2200       2097       0        0         0         0.000668
62       0        2200       2092       0        0         0         0.000668
63       0        2200       2092       0        0         0         0.000637
64       0        2200       2097       0        0         0         0.000668
65       0        2200       2097       0        0         0         0.000676
66       0        2200       2092       0        0         0         0.000661
67       0        2200       2092       0        0         0         0.000652
68       0        2200       2097       0        0         0         0.000661
69       0        2200       2092       0        0         0         0.000676
70       0        2200       2097       0        0         0         0.000668
71       0        2200       2097       0        0         0         0.000676
72       0        2200       2092       0        0         0         0.000676
73       0        2200       2092       0        0         0         0.000698
74       0        2200       2092       0        0         0         0.000691
75       0        2200       2092       0        0         0         0.000704
76       0        2200       2097       0        0         0         0.000698
77       0        2200       2097       0        0         0         0.000683
78       0        2200       2097       0        0         0         0.000683
79       0        2200       2092       0        0         0         0.000676
80       0        2200       2092       0        0         0         0.000691
81       0        2200       2097       0        0         0         0.000698
82       0        2200       2092       0        0         0         0.000668
83       0        2200       2092       0        0         0         0.000683
84       0        2200       2097       0        0         0         0.000698
85       0        2200       2092       0        0         0         0.000683
86       0        2200       2092       0        0         0         0.000683
87       0        2200       2097       0        0         0         0.000691
88       0        2200       2097       0        0         0         0.000698
89       0        2200       2097       0        0         0         0.000698
90       0        2200       2097       0        0         0         0.000720
91       0        2200       2096       0        0         0         0.000758
92       0        2200       2091       0        0         0         0.000780
93       0        2200       2091       0        0         0         0.000780
94       0        2200       2097       0        0         0         0.000720
95       0        2200       2097       0        0         0         0.000698
96       0        2200       2092       0        0         0         0.000712
97       0        2200       2097       0        0         0         0.000698
98       0        2200       2092       0        0         0         0.000704
99       0        2200       2097       0        0         0         0.000698
100      0        2200       2092       0        0         0         0.000698
101      0        2200       2097       0        0         0         0.000698
102      0        2200       2092       0        0         0         0.000698
103      0        2200       2097       0        0         0         0.000691
104      0        2200       2097       0        0         0         0.000683
105      0        2200       2092       0        0         0         0.000683
106      0        2200       2097       0        0         0         0.000683
107      0        2200       2092       0        0         0         0.000712
108      0        2200       2097       0        0         0         0.000720
109      0        2200       2097       0        0         0         0.000698
110      0        2200       2097       0        0         0         0.000698
111      0        2200       2097       0        0         0         0.000720
112      0        2200       2092       0        0         0         0.000720
113      0        2200       2097       0        0         0         0.000698
114      0        2200       2092       0        0         0         0.000698
115      0        2200       2097       0        0         0         0.000691
116      0        2200       2097       0        0         0         0.000727
117      0        2200       2097       0        0         0         0.000712
118      0        2200       2092       0        0         0         0.000698
119      0        2200       2097       0        0         0         0.000683
120      0        2200       2092       0        0         0         0.000691
121      0        2200       2097       0        0         0         0.000704
122      0        2200       2097       0        0         0         0.000712
123      0        2200       2097       0        0         0         0.000691
124      0        2200       2097       0        0         0         0.000698
125      0        2200       2092       0        0         0         0.000676
126      0        2200       2097       0        0         0         0.000676
127      0        2200       2092       0        0         0         0.000691
128      0        2200       2097       0        0         0         0.000704
129      0        2200       2097       0        0         0         0.000676
130      0        2200       2097       0        0         0         0.000691
131      0        2200       2097       0        0         0         0.000683
132      0        2200       2097       0        0         0         0.000698
133      0        2200       2092       0        0         0         0.000691
134      0        2200       2097       0        0         0         0.000698
135      0        2200       2097       0        0         0         0.000676
136      0        2200       2092       0        0         0         0.000668
137      0        2200       2092       0        0         0         0.000676
138      0        2200       2092       0        0         0         0.000683
139      0        2200       2092       0        0         0         0.000668
140      0        2200       2097       0        0         0         0.000661
141      0        2200       2097       0        0         0         0.000661
142      0        2200       2097       0        0         0         0.000644
143      0        2200       2092       0        0         0         0.000661
144      0        2200       2097       0        0         0         0.000644
145      0        2200       2097       0        0         0         0.000661
146      0        2200       2092       0        0         0         0.000668
147      0        2200       2092       0        0         0         0.000661
148      0        2200       2092       0        0         0         0.000661
149      0        2200       2097       0        0         0         0.000652
150      0        2200       2097       0        0         0         0.000652
151      0        2200       2097       0        0         0         0.000652
152      0        2200       2092       0        0         0         0.000652
153      0        2200       2097       0        0         0         0.000661
154      0        2200       2097       0        0         0         0.000668
155      0        2200       2092       0        0         0         0.000676
156      0        2200       2092       0        0         0         0.000676
157      0        2200       2092       0        0         0         0.000652
158      0        2200       2097       0        0         0         0.000652
159      0        2200       2097       0        0         0         0.000652
160      0        2200       2092       0        0         0         0.000691
161      0        2200       2097       0        0         0         0.000683
162      0        2200       2097       0        0         0         0.000676
163      0        2200       2097       0        0         0         0.000676
164      0        2200       2097       0        0         0         0.000668
165      0        2200       2097       0        0         0         0.000652
166      0        2200       2097       0        0         0         0.000661
167      0        2200       2097       0        0         0         0.000676
168      0        2200       2097       0        0         0         0.000668
169      0        2200       2092       0        0         0         0.000691
170      0        2200       2092       0        0         0         0.000720
171      0        2200       2097       0        0         0         0.000736
172      0        2200       2097       0        0         0         0.000698
173      0        2200       2092       0        0         0         0.000698
174      0        2200       2097       0        0         0         0.000683
175      0        2200       2097       0        0         0         0.000712
176      0        2200       2092       0        0         0         0.000683
177      0        2200       2092       0        0         0         0.000661
178      0        2200       2092       0        0         0         0.000661
179      0        2200       2097       0        0         0         0.000644
180      0        2200       2097       0        0         0         0.000637
181      0        2200       2092       0        0         0         0.000637
182      0        2200       2092       0        0         0         0.000637
183      0        2200       2097       0        0         0         0.000644
184      0        2200       2092       0        0         0         0.000637
185      0        2200       2092       0        0         0         0.000644
186      0        2200       2097       0        0         0         0.000644
187      0        2200       2092       0        0         0         0.000661
188      0        2200       2097       0        0         0         0.000652
189      0        2200       2097       0        0         0         0.000661
190      0        2200       2097       0        0         0         0.000652
191      0        2200       2097       0        0         0         0.000652
192      0        2200       2097       0        0         0         0.000631
193      0        2200       2097       0        0         0         0.000644
194      0        2200       2097       0        0         0         0.000631
195      0        2200       2092       0        0         0         0.000631
196      0        2200       2097       0        0         0         0.000644
197      0        2200       2092       0        0         0         0.000644
198      0        2200       2092       0        0         0         0.000637
199      0        2200       2097       0        0         0         0.000631
200      0        2200       2092       0        0         0         0.000631
201      0        2200       2097       0        0         0         0.000644
202      0        2200       2092       0        0         0         0.000644
203      0        2200       2092       0        0         0         0.000652
204      0        2200       2092       0        0         0         0.000668
205      0        2200       2092       0        0         0         0.000668
206      0        2200       2092       0        0         0         0.000661
207      0        2200       2092       0        0         0         0.000661
208      0        2200       2097       0        0         0         0.000683
209      0        2200       2097       0        0         0         0.000661
210      0        2200       2097       0        0         0         0.000683
211      0        2200       2092       0        0         0         0.000676
212      0        2200       2097       0        0         0         0.000683
213      0        2200       2092       0        0         0         0.000683
214      0        2200       2092       0        0         0         0.000691
215      0        2200       2092       0        0         0         0.000691
216      0        2200       2097       0        0         0         0.000676
217      0        2200       2092       0        0         0         0.000676
218      0        2200       2097       0        0         0         0.000676
219      0        2200       2097       0        0         0         0.000683
220      0        2200       2092       0        0         0         0.000668
221      0        2200       2097       0        0         0         0.000668
222      0        2200       2092       0        0         0         0.000683
223      0        2200       2092       0        0         0         0.000691
224      0        2200       2092       0        0         0         0.000691
225      0        2200       2092       0        0         0         0.000691
226      0        2200       2097       0        0         0         0.000691
227      0        2200       2097       0        0         0         0.000661
228      0        2200       2097       0        0         0         0.000652
229      0        2200       2092       0        0         0         0.000661
230      0        2200       2097       0        0         0         0.000668
231      0        2200       2092       0        0         0         0.000668
232      0        2200       2092       0        0         0         0.000661
233      0        2200       2097       0        0         0         0.000652
234      0        2200       2097       0        0         0         0.000652
235      0        2200       2092       0        0         0         0.000652
236      0        2200       2092       0        0         0         0.000652
237      0        2200       2092       0        0         0         0.000644
238      0        2200       2097       0        0         0         0.000631
239      0        2200       2092       0        0         0         0.000631
240      0        2200       2097       0        0         0         0.000631
241      0        2200       2092       0        0         0         0.000644
242      0        2200       2097       0        0         0         0.000652
243      0        2200       2092       0        0         0         0.000676
244      0        2200       2097       0        0         0         0.000661
245      0        2200       2097       0        0         0         0.000668
246      0        2200       2092       0        0         0         0.000683
247      0        2200       2092       0        0         0         0.000668
248      0        2200       2092       0        0         0         0.000661
249      0        2200       2092       0        0         0         0.000652
250      0        2200       2092       0        0         0         0.000668
251      0        2200       2092       0        0         0         0.000644
252      0        2200       2092       0        0         0         0.000676
253      0        2200       2097       0        0         0         0.000668
254      0        2200       2097       0        0         0         0.000652
255      0        2200       2092       0        0         0         0.000661
256      0        2200       2097       0        0         0         0.000644
257      0        2200       2097       0        0         0         0.000623
258      0        2200       2097       0        0         0         0.000623
259      0        2200       2092       0        0         0         0.000623
260      0        2200       2097       0        0         0         0.000644
261      0        2200       2097       0        0         0         0.000631
262      0        2200       2097       0        0         0         0.000644
263      0        2200       2092       0        0         0         0.000652
264      0        2200       2092       0        0         0         0.000652
265      0        2200       2097       0        0         0         0.000661
266      0        2200       2097       0        0         0         0.000652
267      0        2200       2097       0        0         0         0.000668
268      0        2200       2097       0        0         0         0.000668
269      0        2200       2092       0        0         0         0.000661
270      0        2200       2097       0        0         0         0.000661
271      0        2200       2092       0        0         0         0.000668
272      0        2200       2092       0        0         0         0.000676
273      0        2200       2092       0        0         0         0.000676
274      0        2200       2097       0        0         0         0.000676
275      0        2200       2097       0        0         0         0.000691
276      0        2200       2092       0        0         0         0.000676
277      0        2200       2092       0        0         0         0.000683
278      0        2200       2092       0        0         0         0.000676
279      0        2200       2092       0        0         0         0.000691
280      0        2200       2097       0        0         0         0.000676
281      0        2200       2092       0        0         0         0.000704
282      0        2200       2097       0        0         0         0.000698
283      0        2200       2097       0        0         0         0.000691
284      0        2200       2092       0        0         0         0.000698
285      0        2200       2092       0        0         0         0.000698
286      0        2200       2097       0        0         0         0.000683
287      0        2200       2092       0        0         0         0.000683
288      0        2200       2092       0        0         0         0.000691
289      0        2200       2092       0        0         0         0.000683
290      0        2200       2097       0        0         0         0.000704
291      0        2200       2092       0        0         0         0.000727
292      0        2200       2096       0        0         0         0.000787
293      0        2200       2096       0        0         0         0.000795
294      0        2200       2092       0        0         0         0.000712
295      0        2200       2092       0        0         0         0.000720
296      0        2200       2097       0        0         0         0.000698
297      0        2200       2097       0        0         0         0.000691
298      0        2200       2092       0        0         0         0.000698
299      0        2200       2092       0        0         0         0.000691
300      0        2200       2092       0        0         0         0.000691
301      0        2200       2092       0        0         0         0.000683
302      0        2200       2097       0        0         0         0.000704
303      0        2200       2092       0        0         0         0.000712
304      0        2200       2097       0        0         0         0.000720
305      0        2200       2092       0        0         0         0.000712
306      0        2200       2092       0        0         0         0.000704
307      0        2200       2092       0        0         0         0.000712
308      0        2200       2097       0        0         0         0.000712
309      0        2200       2092       0        0         0         0.000736
310      0        2200       2097       0        0         0         0.000743
311      0        2200       2092       0        0         0         0.000712
312      0        2200       2092       0        0         0         0.000712
313      0        2200       2092       0        0         0         0.000712
314      0        2200       2092       0        0         0         0.000751
315      0        2200       2092       0        0         0         0.000712
316      0        2200       2092       0        0         0         0.000683
317      0        2200       2092       0        0         0         0.000698
318      0        2200       2097       0        0         0         0.000720
319      0        2200       2097       0        0         0         0.000676
320      0        2200       2092       0        0         0         0.000652
321      0        2200       2097       0        0         0         0.000661
322      0        2200       2097       0        0         0         0.000652
323      0        2200       2097       0        0         0         0.000644
324      0        2200       2097       0        0         0         0.000652
325      0        2200       2097       0        0         0         0.000652
326      0        2200       2092       0        0         0         0.000661
327      0        2200       2097       0        0         0         0.000661
328      0        2200       2097       0        0         0         0.000668
329      0        2200       2097       0        0         0         0.000668
330      0        2200       2097       0        0         0         0.000683
331      0        2200       2092       0        0         0         0.000668
332      0        2200       2097       0        0         0         0.000661
333      0        2200       2092       0        0         0         0.000676
334      0        2200       2092       0        0         0         0.000652
335      0        2200       2097       0        0         0         0.000668
336      0        2200       2097       0        0         0         0.000668
337      0        2200       2097       0        0         0         0.000661
338      0        2200       2097       0        0         0         0.000661
339      0        2200       2092       0        0         0         0.000668
340      0        2200       2092       0        0         0         0.000676
341      0        2200       2083       0        0         0         0.006093
342      0        2200       2092       0        0         0         0.000720
343      0        2200       2092       0        0         0         0.000727
344      0        2200       2097       0        0         0         0.000727
345      0        2200       2096       0        0         0         0.000758
346      0        2200       2096       0        0         0         0.000840
347      0        2200       2091       0        0         0         0.000878
348      0        2200       2092       0        0         0         0.000743
349      0        2200       2097       0        0         0         0.000751
350      0        2200       2096       0        0         0         0.000766
351      0        2200       2096       0        0         0         0.000766
352      0        2200       2091       0        0         0         0.000780
353      0        2200       2096       0        0         0         0.000758
354      0        2200       2096       0        0         0         0.000758
355      0        2200       2091       0        0         0         0.000758
356      0        2200       2092       0        0         0         0.000751
357      0        2200       2096       0        0         0         0.000772
358      0        2200       2092       0        0         0         0.000751
359      0        2200       2092       0        0         0         0.000743
360      0        2200       2096       0        0         0         0.000766
361      0        2200       2091       0        0         0         0.000758
362      0        2200       2091       0        0         0         0.000766
363      0        2200       2096       0        0         0         0.000758
364      0        2200       2096       0        0         0         0.000766
365      0        2200       2091       0        0         0         0.000758
366      0        2200       2091       0        0         0         0.000766
367      0        2200       2097       0        0         0         0.000736
368      0        2200       2092       0        0         0         0.000698
369      0        2200       2097       0        0         0         0.000736
370      0        2200       2092       0        0         0         0.000720
371      0        2200       2097       0        0         0         0.000720
372      0        2200       2092       0        0         0         0.000704
373      0        2200       2092       0        0         0         0.000712
374      0        2200       2097       0        0         0         0.000698
375      0        2200       2092       0        0         0         0.000712
376      0        2200       2092       0        0         0         0.000720
377      0        2200       2097       0        0         0         0.000743
378      0        2200       2092       0        0         0         0.000736
379      0        2200       2097       0        0         0         0.000743
380      0        2200       2097       0        0         0         0.000743
381      0        2200       2092       0        0         0         0.000743
382      0        2200       2092       0        0         0         0.000751
383      0        2200       2092       0        0         0         0.000743
384      0        2200       2091       0        0         0         0.000758
385      0        2200       2092       0        0         0         0.000751
386      0        2200       2092       0        0         0         0.000751
387      0        2200       2091       0        0         0         0.000758
388      0        2200       2097       0        0         0         0.000712
389      0        2200       2097       0        0         0         0.000736
390      0        2200       2097       0        0         0         0.000727
391      0        2200       2092       0        0         0         0.000720
392      0        2200       2097       0        0         0         0.000698
393      0        2200       2097       0        0         0         0.000720
394      0        2200       2092       0        0         0         0.000720
395      0        2200       2097       0        0         0         0.000727
396      0        2200       2092       0        0         0         0.000704
397      0        2200       2092       0        0         0         0.000698
398      0        2200       2097       0        0         0         0.000727
399      0        2200       2092       0        0         0         0.000727
400      0        2200       2097       0        0         0         0.000720
401      0        2200       2092       0        0         0         0.000743
402      0        2200       2097       0        0         0         0.000727
403      0        2200       2097       0        0         0         0.000727
404      0        2200       2092       0        0         0         0.000736
405      0        2200       2097       0        0         0         0.000727
406      0        2200       2097       0        0         0         0.000736
407      0        2200       2097       0        0         0         0.000751
408      0        2200       2097       0        0         0         0.000720
409      0        2200       2092       0        0         0         0.000704
410      0        2200       2092       0        0         0         0.000698
411      0        2200       2092       0        0         0         0.000691
412      0        2200       2092       0        0         0         0.000668
413      0        2200       2092       0        0         0         0.000661
414      0        2200       2097       0        0         0         0.000676
415      0        2200       2097       0        0         0         0.000661
416      0        2200       2092       0        0         0         0.000652
417      0        2200       2092       0        0         0         0.000668
418      0        2200       2097       0        0         0         0.000652
419      0        2200       2097       0        0         0         0.000652
420      0        2200       2092       0        0         0         0.000668
421      0        2200       2097       0        0         0         0.000652
422      0        2200       2092       0        0         0         0.000652
423      0        2200       2092       0        0         0         0.000652
424      0        2200       2097       0        0         0         0.000652
425      0        2200       2097       0        0         0         0.000644
426      0        2200       2092       0        0         0         0.000652
427      0        2200       2097       0        0         0         0.000652
428      0        2200       2092       0        0         0         0.000652
429      0        2200       2097       0        0         0         0.000644
430      0        2200       2092       0        0         0         0.000644
431      0        2200       2092       0        0         0         0.000652
432      0        2200       2092       0        0         0         0.000652
433      0        2200       2097       0        0         0         0.000644
434      0        2200       2097       0        0         0         0.000652
435      0        2200       2097       0        0         0         0.000652
436      0        2200       2092       0        0         0         0.000661
437      0        2200       2092       0        0         0         0.000652
438      0        2200       2097       0        0         0         0.000644
439      0        2200       2097       0        0         0         0.000652
440      0        2200       2092       0        0         0         0.000668
441      0        2200       2097       0        0         0         0.000698
442      0        2200       2092       0        0         0         0.000683
443      0        2200       2097       0        0         0         0.000698
444      0        2200       2097       0        0         0         0.000661
445      0        2200       2092       0        0         0         0.000668
446      0        2200       2092       0        0         0         0.000668
447      0        2200       2097       0        0         0         0.000668
448      0        2200       2097       0        0         0         0.000668
449      0        2200       2097       0        0         0         0.000661
450      0        2200       2092       0        0         0         0.000676
451      0        2200       2097       0        0         0         0.000644
452      0        2200       2097       0        0         0         0.000644
453      0        2200       2097       0        0         0         0.000644
454      0        2200       2097       0        0         0         0.000616
455      0        2200       2097       0        0         0         0.000652
456      0        2200       2097       0        0         0         0.000668
457      0        2200       2092       0        0         0         0.000652
