N имп.   Опозд.   Uзад [В]   Uимп [В]   Диап.I   Превыш.   Перегр.   Iимп [А]
139      0        2200       2092       0        0         0         0.000652
140      0        2200       2097       0        0         0         0.000652
141      0        2200       2097       0        0         0         0.000661
142      0        2200       2092       0        0         0         0.000644
143      0        2200       2097       0        0         0         0.000668
144      0        2200       2092       0        0         0         0.000668
145      0        2200       2092       0        0         0         0.000676
146      0        2200       2092       0        0         0         0.000676
147      0        2200       2097       0        0         0         0.000683
148      0        2200       2092       0        0         0         0.000683
149      0        2200       2092       0        0         0         0.000712
150      0        2200       2092       0        0         0         0.000712
151      0        2200       2092       0        0         0         0.000727
152      0        2200       2092       0        0         0         0.000712
153      0        2200       2092       0        0         0         0.000704
154      0        2200       2097       0        0         0         0.000704
155      0        2200       2092       0        0         0         0.000712
156      0        2200       2097       0        0         0         0.000698
157      0        2200       2097       0        0         0         0.000698
158      0        2200       2092       0        0         0         0.000698
159      0        2200       2092       0        0         0         0.000698
160      0        2200       2092       0        0         0         0.000698
161      0        2200       2097       0        0         0         0.000668
162      0        2200       2097       0        0         0         0.000676
163      0        2200       2092       0        0         0         0.000691
164      0        2200       2097       0        0         0         0.000691
165      0        2200       2092       0        0         0         0.000691
166      0        2200       2097       0        0         0         0.000683
167      0        2200       2097       0        0         0         0.000683
168      0        2200       2092       0        0         0         0.000691
169      0        2200       2092       0        0         0         0.000676
170      0        2200       2097       0        0         0         0.000661
171      0        2200       2097       0        0         0         0.000676
172      0        2200       2092       0        0         0         0.000668
173      0        2200       2097       0        0         0         0.000676
174      0        2200       2092       0        0         0         0.000676
175      0        2200       2092       0        0         0         0.000683
176      0        2200       2092       0        0         0         0.000704
177      0        2200       2097       0        0         0         0.000698
178      0        2200       2092       0        0         0         0.000698
179      0        2200       2092       0        0         0         0.000691
180      0        2200       2097       0        0         0         0.000691
181      0        2200       2097       0        0         0         0.000712
182      0        2200       2092       0        0         0         0.000698
183      0        2200       2092       0        0         0         0.000683
184      0        2200       2097       0        0         0         0.000691
185      0        2200       2092       0        0         0         0.000676
186      0        2200       2092       0        0         0         0.000676
187      0        2200       2097       0        0         0         0.000683
188      0        2200       2092       0        0         0         0.000683
189      0        2200       2097       0        0         0         0.000691
190      0        2200       2092       0        0         0         0.000704
191      0        2200       2097       0        0         0         0.000712
192      0        2200       2092       0        0         0         0.000720
193      0        2200       2097       0        0         0         0.000698
194      0        2200       2097       0        0         0         0.000698
195      0        2200       2097       0        0         0         0.000683
196      0        2200       2092       0        0         0         0.000691
197      0        2200       2097       0        0         0         0.000704
198      0        2200       2092       0        0         0         0.000668
199      0        2200       2097       0        0         0         0.000668
200      0        2200       2092       0        0         0         0.000683
201      0        2200       2092       0        0         0         0.000668
202      0        2200       2092       0        0         0         0.000676
203      0        2200       2097       0        0         0         0.000668
204      0        2200       2092       0        0         0         0.000676
205      0        2200       2092       0        0         0         0.000683
206      0        2200       2097       0        0         0         0.000668
207      0        2200       2092       0        0         0         0.000652
208      0        2200       2092       0        0         0         0.000661
209      0        2200       2092       0        0         0         0.000644
210      0        2200       2097       0        0         0         0.000652
211      0        2200       2092       0        0         0         0.000644
212      0        2200       2092       0        0         0         0.000637
213      0        2200       2097       0        0         0         0.000637
214      0        2200       2092       0        0         0         0.000652
215      0        2200       2092       0        0         0         0.000652
216      0        2200       2092       0        0         0         0.000652
217      0        2200       2092       0        0         0         0.000652
218      0        2200       2092       0        0         0         0.000652
219      0        2200       2092       0        0         0         0.000644
220      0        2200       2092       0        0         0         0.000637
221      0        2200       2092       0        0         0         0.000644
222      0        2200       2092       0        0         0         0.000637
223      0        2200       2092       0        0         0         0.000631
224      0        2200       2092       0        0         0         0.000631
225      0        2200       2092       0        0         0         0.000631
226      0        2200       2092       0        0         0         0.000637
227      0        2200       2097       0        0         0         0.000637
228      0        2200       2092       0        0         0         0.000623
229      0        2200       2092       0        0         0         0.000616
230      0        2200       2092       0        0         0         0.000608
231      0        2200       2092       0        0         0         0.000600
232      0        2200       2092       0        0         0         0.000600
233      0        2200       2092       0        0         0         0.000652
234      0        2200       2092       0        0         0         0.000616
235      0        2200       2097       0        0         0         0.000623
236      0        2200       2097       0        0         0         0.000616
237      0        2200       2097       0        0         0         0.000623
238      0        2200       2097       0        0         0         0.000623
239      0        2200       2097       0        0         0         0.000608
240      0        2200       2097       0        0         0         0.000631
241      0        2200       2092       0        0         0         0.000623
242      0        2200       2092       0        0         0         0.000608
243      0        2200       2092       0        0         0         0.000631
244      0        2200       2097       0        0         0         0.000631
245      0        2200       2097       0        0         0         0.000637
246      0        2200       2097       0        0         0         0.000631
247      0        2200       2092       0        0         0         0.000631
248      0        2200       2092       0        0         0         0.000631
249      0        2200       2097       0        0         0         0.000637
250      0        2200       2097       0        0         0         0.000637
251      0        2200       2092       0        0         0         0.000637
252      0        2200       2092       0        0         0         0.000637
253      0        2200       2092       0        0         0         0.000631
254      0        2200       2092       0        0         0         0.000652
255      0        2200       2097       0        0         0         0.000661
256      0        2200       2097       0        0         0         0.000661
257      0        2200       2097       0        0         0         0.000637
258      0        2200       2097       0        0         0         0.000644
259      0        2200       2097       0        0         0         0.000668
260      0        2200       2092       0        0         0         0.000661
261      0        2200       2092       0        0         0         0.000644
262      0        2200       2092       0        0         0         0.000637
263      0        2200       2097       0        0         0         0.000644
264      0        2200       2092       0        0         0         0.000661
265      0        2200       2092       0        0         0         0.000668
266      0        2200       2092       0        0         0         0.000661
267      0        2200       2097       0        0         0         0.000661
268      0        2200       2092       0        0         0         0.000676
269      0        2200       2092       0        0         0         0.000668
270      0        2200       2097       0        0         0         0.000661
271      0        2200       2097       0        0         0         0.000652
272      0        2200       2092       0        0         0         0.000652
273      0        2200       2092       0        0         0         0.000668
274      0        2200       2092       0        0         0         0.000668
275      0        2200       2092       0        0         0         0.000676
276      0        2200       2092       0        0         0         0.000661
277      0        2200       2092       0        0         0         0.000661
278      0        2200       2092       0        0         0         0.000652
279      0        2200       2092       0        0         0         0.000668
280      0        2200       2092       0        0         0         0.000661
281      0        2200       2092       0        0         0         0.000668
282      0        2200       2092       0        0         0         0.000661
283      0        2200       2092       0        0         0         0.000652
284      0        2200       2097       0        0         0         0.000644
285      0        2200       2092       0        0         0         0.000668
286      0        2200       2092       0        0         0         0.000668
287      0        2200       2097       0        0         0         0.000676
288      0        2200       2097       0        0         0         0.000661
289      0        2200       2092       0        0         0         0.000652
290      0        2200       2097       0        0         0         0.000661
291      0        2200       2092       0        0         0         0.000668
292      0        2200       2092       0        0         0         0.000644
293      0        2200       2092       0        0         0         0.000652
294      0        2200       2092       0        0         0         0.000644
295      0        2200       2092       0        0         0         0.000637
296      0        2200       2092       0        0         0         0.000652
297      0        2200       2092       0        0         0         0.000652
298      0        2200       2097       0        0         0         0.000661
299      0        2200       2092       0        0         0         0.000661
300      0        2200       2097       0        0         0         0.000661
301      0        2200       2097       0        0         0         0.000644
302      0        2200       2092       0        0         0         0.000637
303      0        2200       2097       0        0         0         0.000652
304      0        2200       2097       0        0         0         0.000644
305      0        2200       2092       0        0         0         0.000644
306      0        2200       2097       0        0         0         0.000644
307      0        2200       2092       0        0         0         0.000644
308      0        2200       2092       0        0         0         0.000644
309      0        2200       2097       0        0         0         0.000637
310      0        2200       2097       0        0         0         0.000644
311      0        2200       2092       0        0         0         0.000644
312      0        2200       2097       0        0         0         0.000652
313      0        2200       2097       0        0         0         0.000644
314      0        2200       2092       0        0         0         0.000661
315      0        2200       2097       0        0         0         0.000652
316      0        2200       2092       0        0         0         0.000652
317      0        2200       2097       0        0         0         0.000637
318      0        2200       2092       0        0         0         0.000644
319      0        2200       2092       0        0         0         0.000652
320      0        2200       2097       0        0         0         0.000652
321      0        2200       2092       0        0         0         0.000668
322      0        2200       2097       0        0         0         0.000661
323      0        2200       2097       0        0         0         0.000668
324      0        2200       2092       0        0         0         0.000683
325      0        2200       2092       0        0         0         0.000676
326      0        2200       2092       0        0         0         0.000668
327      0        2200       2092       0        0         0         0.000676
328      0        2200       2097       0        0         0         0.000676
329      0        2200       2092       0        0         0         0.000661
330      0        2200       2097       0        0         0         0.000676
331      0        2200       2097       0        0         0         0.000691
332      0        2200       2097       0        0         0         0.000668
333      0        2200       2092       0        0         0         0.000676
334      0        2200       2097       0        0         0         0.000691
335      0        2200       2097       0        0         0         0.000676
336      0        2200       2097       0        0         0         0.000676
337      0        2200       2092       0        0         0         0.000668
338      0        2200       2097       0        0         0         0.000661
339      0        2200       2092       0        0         0         0.000661
340      0        2200       2097       0        0         0         0.000661
341      0        2200       2097       0        0         0         0.000668
342      0        2200       2092       0        0         0         0.000661
343      0        2200       2092       0        0         0         0.000661
344      0        2200       2092       0        0         0         0.000661
345      0        2200       2092       0        0         0         0.000668
346      0        2200       2092       0        0         0         0.000661
347      0        2200       2092       0        0         0         0.000676
348      0        2200       2092       0        0         0         0.000676
349      0        2200       2092       0        0         0         0.000683
350      0        2200       2092       0        0         0         0.000676
351      0        2200       2097       0        0         0         0.000683
352      0        2200       2092       0        0         0         0.000676
353      0        2200       2097       0        0         0         0.000683
354      0        2200       2092       0        0         0         0.000683
355      0        2200       2092       0        0         0         0.000691
356      0        2200       2092       0        0         0         0.000691
357      0        2200       2092       0        0         0         0.000691
358      0        2200       2097       0        0         0         0.000704
359      0        2200       2097       0        0         0         0.000704
360      0        2200       2097       0        0         0         0.000698
361      0        2200       2097       0        0         0         0.000712
362      0        2200       2092       0        0         0         0.000727
363      0        2200       2092       0        0         0         0.000727
364      0        2200       2092       0        0         0         0.000720
365      0        2200       2097       0        0         0         0.000736
366      0        2200       2092       0        0         0         0.000727
367      0        2200       2092       0        0         0         0.000720
368      0        2200       2097       0        0         0         0.000720
369      0        2200       2092       0        0         0         0.000704
370      0        2200       2092       0        0         0         0.000712
371      0        2200       2097       0        0         0         0.000720
372      0        2200       2092       0        0         0         0.000727
373      0        2200       2097       0        0         0         0.000720
374      0        2200       2097       0        0         0         0.000720
375      0        2200       2097       0        0         0         0.000720
376      0        2200       2092       0        0         0         0.000712
377      0        2200       2097       0        0         0         0.000712
378      0        2200       2092       0        0         0         0.000720
379      0        2200       2092       0        0         0         0.000720
380      0        2200       2092       0        0         0         0.000727
381      0        2200       2092       0        0         0         0.000704
382      0        2200       2092       0        0         0         0.000720
383      0        2200       2097       0        0         0         0.000712
384      0        2200       2097       0        0         0         0.000712
385      0        2200       2097       0        0         0         0.000712
386      0        2200       2097       0        0         0         0.000704
387      0        2200       2092       0        0         0         0.000698
388      0        2200       2092       0        0         0         0.000691
389      0        2200       2097       0        0         0         0.000712
390      0        2200       2097       0        0         0         0.000720
391      0        2200       2092       0        0         0         0.000704
392      0        2200       2092       0        0         0         0.000704
393      0        2200       2097       0        0         0         0.000712
394      0        2200       2092       0        0         0         0.000712
395      0        2200       2097       0        0         0         0.000698
396      0        2200       2097       0        0         0         0.000704
397      0        2200       2092       0        0         0         0.000720
398      0        2200       2092       0        0         0         0.000712
399      0        2200       2097       0        0         0         0.000736
400      0        2200       2097       0        0         0         0.000727
401      0        2200       2092       0        0         0         0.000736
402      0        2200       2097       0        0         0         0.000727
403      0        2200       2097       0        0         0         0.000727
404      0        2200       2092       0        0         0         0.000720
405      0        2200       2097       0        0         0         0.000720
406      0        2200       2092       0        0         0         0.000720
407      0        2200       2092       0        0         0         0.000712
408      0        2200       2092       0        0         0         0.000720
409      0        2200       2097       0        0         0         0.000712
410      0        2200       2097       0        0         0         0.000727
411      0        2200       2097       0        0         0         0.000712
412      0        2200       2092       0        0         0         0.000727
413      0        2200       2092       0        0         0         0.000720
414      0        2200       2097       0        0         0         0.000736
415      0        2200       2097       0        0         0         0.000704
416      0        2200       2092       0        0         0         0.000720
417      0        2200       2097       0        0         0         0.000698
418      0        2200       2092       0        0         0         0.000698
419      0        2200       2097       0        0         0         0.000691
420      0        2200       2097       0        0         0         0.000691
421      0        2200       2092       0        0         0         0.000691
422      0        2200       2097       0        0         0         0.000691
423      0        2200       2092       0        0         0         0.000683
424      0        2200       2092       0        0         0         0.000691
425      0        2200       2097       0        0         0         0.000698
426      0        2200       2092       0        0         0         0.000668
427      0        2200       2092       0        0         0         0.000691
428      0        2200       2097       0        0         0         0.000683
429      0        2200       2092       0        0         0         0.000676
430      0        2200       2092       0        0         0         0.000691
431      0        2200       2092       0        0         0         0.000683
432      0        2200       2092       0        0         0         0.000683
433      0        2200       2092       0        0         0         0.000652
434      0        2200       2097       0        0         0         0.000668
435      0        2200       2092       0        0         0         0.000668
436      0        2200       2092       0        0         0         0.000676
437      0        2200       2092       0        0         0         0.000676
438      0        2200       2092       0        0         0         0.000668
439      0        2200       2092       0        0         0         0.000668
440      0        2200       2092       0        0         0         0.000676
441      0        2200       2092       0        0         0         0.000676
442      0        2200       2097       0        0         0         0.000661
443      0        2200       2092       0        0         0         0.000676
444      0        2200       2092       0        0         0         0.000676
445      0        2200       2092       0        0         0         0.000668
446      0        2200       2092       0        0         0         0.000676
447      0        2200       2097       0        0         0         0.000661
448      0        2200       2092       0        0         0         0.000676
449      0        2200       2092       0        0         0         0.000668
450      0        2200       2097       0        0         0         0.000683
451      0        2200       2092       0        0         0         0.000676
